Source ID,Target ID
DeepLesion_000376_14_01_033-048_0000,BDMAP_00031369
DeepLesion_000376_15_01_062-074_0000,BDMAP_00031370
DeepLesion_000376_05_01_049-073_0000,BDMAP_00031371
DeepLesion_000343_04_02_044-150_0000,BDMAP_00031372
DeepLesion_000376_16_01_099-111_0000,BDMAP_00031373
DeepLesion_000375_01_01_042-078_0000,BDMAP_00031374
DeepLesion_000376_14_01_095-112_0000,BDMAP_00031375
DeepLesion_000352_04_01_136-233_0000,BDMAP_00031376
DeepLesion_000376_15_01_033-052_0000,BDMAP_00031377
DeepLesion_000376_11_01_087-111_0000,BDMAP_00031378
DeepLesion_000376_22_01_030-042_0000,BDMAP_00031379
DeepLesion_000376_20_01_056-072_0000,BDMAP_00031380
DeepLesion_000376_21_01_031-043_0000,BDMAP_00031381
DeepLesion_000379_01_01_017-029_0000,BDMAP_00031382
DeepLesion_000376_07_01_051-087_0000,BDMAP_00031383
DeepLesion_000365_01_02_512-598_0000,BDMAP_00031384
DeepLesion_000379_02_01_018-030_0000,BDMAP_00031385
DeepLesion_000379_03_01_016-030_0000,BDMAP_00031386
DeepLesion_000348_04_02_176-294_0000,BDMAP_00031387
DeepLesion_000377_05_01_044-060_0000,BDMAP_00031388
DeepLesion_000365_02_03_197-267_0000,BDMAP_00031389
DeepLesion_000376_10_01_039-072_0000,BDMAP_00031390
DeepLesion_000341_04_02_186-306_0000,BDMAP_00031391
DeepLesion_000376_11_01_044-078_0000,BDMAP_00031392
DeepLesion_000367_05_01_295-375_0000,BDMAP_00031393
DeepLesion_000372_05_01_003-063_0000,BDMAP_00031394
DeepLesion_000376_08_01_051-092_0000,BDMAP_00031395
DeepLesion_000365_02_02_515-601_0000,BDMAP_00031396
DeepLesion_000343_02_02_070-173_0000,BDMAP_00031397
DeepLesion_000382_03_01_098-113_0000,BDMAP_00031398
DeepLesion_000383_05_01_010-022_0000,BDMAP_00031399
DeepLesion_000382_03_01_060-076_0000,BDMAP_00031400
DeepLesion_000382_02_01_097-114_0000,BDMAP_00031401
DeepLesion_000382_01_01_097-116_0000,BDMAP_00031402
DeepLesion_000385_02_01_063-078_0000,BDMAP_00031403
DeepLesion_000380_02_01_003-027_0000,BDMAP_00031404
DeepLesion_000371_02_02_037-105_0000,BDMAP_00031405
DeepLesion_000385_04_01_063-078_0000,BDMAP_00031406
DeepLesion_000367_01_02_077-151_0000,BDMAP_00031407
DeepLesion_000376_17_01_031-072_0000,BDMAP_00031408
DeepLesion_000388_07_01_051-067_0000,BDMAP_00031409
DeepLesion_000389_01_01_038-050_0000,BDMAP_00031410
DeepLesion_000360_08_02_096-207_0000,BDMAP_00031411
DeepLesion_000389_04_01_045-057_0000,BDMAP_00031412
DeepLesion_000389_05_01_105-117_0000,BDMAP_00031413
DeepLesion_000389_06_01_105-117_0000,BDMAP_00031414
DeepLesion_000389_05_01_043-057_0000,BDMAP_00031415
DeepLesion_000390_04_01_077-089_0000,BDMAP_00031416
DeepLesion_000390_04_01_058-070_0000,BDMAP_00031417
DeepLesion_000360_07_02_112-213_0000,BDMAP_00031418
DeepLesion_000390_02_01_056-071_0000,BDMAP_00031419
DeepLesion_000390_03_01_052-066_0000,BDMAP_00031420
DeepLesion_000390_05_01_075-087_0000,BDMAP_00031421
DeepLesion_000388_11_01_049-073_0000,BDMAP_00031422
DeepLesion_000386_04_01_054-083_0000,BDMAP_00031423
DeepLesion_000388_08_01_050-076_0000,BDMAP_00031424
DeepLesion_000390_05_01_051-065_0000,BDMAP_00031425
DeepLesion_000390_03_01_071-088_0000,BDMAP_00031426
DeepLesion_000388_10_01_051-075_0000,BDMAP_00031427
DeepLesion_000343_03_01_038-183_0000,BDMAP_00031428
DeepLesion_000393_01_01_030-042_0000,BDMAP_00031429
DeepLesion_000392_02_02_027-043_0000,BDMAP_00031430
DeepLesion_000392_01_02_026-042_0000,BDMAP_00031431
DeepLesion_000393_04_01_031-043_0000,BDMAP_00031432
DeepLesion_000392_03_02_053-067_0000,BDMAP_00031433
DeepLesion_000392_03_02_026-042_0000,BDMAP_00031434
DeepLesion_000392_02_02_087-108_0000,BDMAP_00031435
DeepLesion_000394_01_01_029-041_0000,BDMAP_00031436
DeepLesion_000342_04_02_039-194_0000,BDMAP_00031437
DeepLesion_000374_06_01_256-349_0000,BDMAP_00031438
DeepLesion_000376_19_02_361-421_0000,BDMAP_00031439
DeepLesion_000393_02_01_028-043_0000,BDMAP_00031440
DeepLesion_000376_03_02_165-253_0000,BDMAP_00031441
DeepLesion_000374_05_02_136-225_0000,BDMAP_00031442
DeepLesion_000374_06_02_132-219_0000,BDMAP_00031443
DeepLesion_000343_04_03_044-187_0000,BDMAP_00031444
DeepLesion_000365_04_02_475-575_0000,BDMAP_00031445
DeepLesion_000393_03_01_015-040_0000,BDMAP_00031446
DeepLesion_000398_02_01_077-089_0000,BDMAP_00031447
DeepLesion_000393_01_01_055-088_0000,BDMAP_00031448
DeepLesion_000379_02_02_086-150_0000,BDMAP_00031449
DeepLesion_000403_02_01_067-079_0000,BDMAP_00031450
DeepLesion_000403_04_01_072-084_0000,BDMAP_00031451
DeepLesion_000398_06_01_065-087_0000,BDMAP_00031452
DeepLesion_000376_13_01_263-363_0000,BDMAP_00031453
DeepLesion_000402_02_01_051-074_0000,BDMAP_00031454
DeepLesion_000376_07_02_130-222_0000,BDMAP_00031455
DeepLesion_000404_03_01_017-036_0000,BDMAP_00031456
DeepLesion_000287_05_02_056-310_0000,BDMAP_00031457
DeepLesion_000404_01_01_014-036_0000,BDMAP_00031458
DeepLesion_000376_18_01_109-205_0000,BDMAP_00031459
DeepLesion_000404_02_01_013-036_0000,BDMAP_00031460
DeepLesion_000384_09_01_041-118_0000,BDMAP_00031461
DeepLesion_000390_05_02_257-317_0000,BDMAP_00031462
DeepLesion_000390_05_02_370-430_0000,BDMAP_00031463
DeepLesion_000406_02_01_043-064_0000,BDMAP_00031464
DeepLesion_000342_03_02_038-209_0000,BDMAP_00031465
DeepLesion_000409_03_01_047-060_0000,BDMAP_00031466
DeepLesion_000386_04_02_071-163_0000,BDMAP_00031467
DeepLesion_000396_06_02_095-155_0000,BDMAP_00031468
DeepLesion_000367_05_01_007-184_0000,BDMAP_00031469
DeepLesion_000409_04_01_049-062_0000,BDMAP_00031470
DeepLesion_000390_06_01_258-328_0000,BDMAP_00031471
DeepLesion_000396_07_02_067-127_0000,BDMAP_00031472
DeepLesion_000409_05_01_045-059_0000,BDMAP_00031473
DeepLesion_000409_07_01_044-056_0000,BDMAP_00031474
DeepLesion_000408_01_01_098-123_0000,BDMAP_00031475
DeepLesion_000396_06_03_078-138_0000,BDMAP_00031476
DeepLesion_000409_09_01_051-063_0000,BDMAP_00031477
DeepLesion_000412_01_01_043-055_0000,BDMAP_00031478
DeepLesion_000412_02_01_105-117_0000,BDMAP_00031479
DeepLesion_000410_01_01_040-059_0000,BDMAP_00031480
DeepLesion_000412_02_01_043-066_0000,BDMAP_00031481
DeepLesion_000367_06_02_020-185_0000,BDMAP_00031482
DeepLesion_000416_01_01_007-028_0000,BDMAP_00031483
DeepLesion_000403_03_02_184-252_0000,BDMAP_00031484
DeepLesion_000410_03_01_040-067_0000,BDMAP_00031485
DeepLesion_000416_04_01_051-071_0000,BDMAP_00031486
DeepLesion_000416_05_01_051-070_0000,BDMAP_00031487
DeepLesion_000407_04_02_288-356_0000,BDMAP_00031488
DeepLesion_000392_02_01_049-152_0000,BDMAP_00031489
DeepLesion_000416_08_01_032-045_0000,BDMAP_00031490
DeepLesion_000390_06_01_359-466_0000,BDMAP_00031491
DeepLesion_000397_07_01_050-145_0000,BDMAP_00031492
DeepLesion_000416_04_01_008-047_0000,BDMAP_00031493
DeepLesion_000416_05_01_018-045_0000,BDMAP_00031494
DeepLesion_000416_07_01_027-046_0000,BDMAP_00031495
DeepLesion_000388_08_02_244-384_0000,BDMAP_00031496
DeepLesion_000416_09_01_026-046_0000,BDMAP_00031497
DeepLesion_000407_05_01_287-363_0000,BDMAP_00031498
DeepLesion_000416_07_01_051-075_0000,BDMAP_00031499
DeepLesion_000416_08_01_051-073_0000,BDMAP_00031500
DeepLesion_000416_09_01_052-074_0000,BDMAP_00031501
DeepLesion_000406_02_02_150-225_0000,BDMAP_00031502
DeepLesion_000388_03_02_319-458_0000,BDMAP_00031503
DeepLesion_000398_08_01_305-418_0000,BDMAP_00031504
DeepLesion_000398_07_01_327-441_0000,BDMAP_00031505
DeepLesion_000416_10_01_025-045_0000,BDMAP_00031506
DeepLesion_000418_01_01_053-069_0000,BDMAP_00031507
DeepLesion_000386_04_03_102-240_0000,BDMAP_00031508
DeepLesion_000418_02_01_052-068_0000,BDMAP_00031509
DeepLesion_000416_12_01_024-046_0000,BDMAP_00031510
DeepLesion_000416_13_01_052-074_0000,BDMAP_00031511
DeepLesion_000397_01_01_109-233_0000,BDMAP_00031512
DeepLesion_000416_10_01_053-083_0000,BDMAP_00031513
DeepLesion_000409_08_01_217-290_0000,BDMAP_00031514
DeepLesion_000404_04_02_066-160_0000,BDMAP_00031515
DeepLesion_000416_11_01_013-046_0000,BDMAP_00031516
DeepLesion_000404_03_02_031-135_0000,BDMAP_00031517
DeepLesion_000420_09_01_063-079_0000,BDMAP_00031518
DeepLesion_000404_06_03_083-179_0000,BDMAP_00031519
DeepLesion_000404_05_02_087-183_0000,BDMAP_00031520
DeepLesion_000416_11_01_049-087_0000,BDMAP_00031521
DeepLesion_000421_01_01_030-048_0000,BDMAP_00031522
DeepLesion_000423_01_01_096-115_0000,BDMAP_00031523
DeepLesion_000420_06_01_055-081_0000,BDMAP_00031524
DeepLesion_000416_12_01_048-086_0000,BDMAP_00031525
DeepLesion_000423_03_01_095-114_0000,BDMAP_00031526
DeepLesion_000397_07_02_093-207_0000,BDMAP_00031527
DeepLesion_000407_06_01_007-113_0000,BDMAP_00031528
DeepLesion_000397_06_02_095-225_0000,BDMAP_00031529
DeepLesion_000420_07_01_043-075_0000,BDMAP_00031530
DeepLesion_000423_04_01_061-085_0000,BDMAP_00031531
DeepLesion_000409_08_01_106-206_0000,BDMAP_00031532
DeepLesion_000422_01_01_059-119_0000,BDMAP_00031533
DeepLesion_000418_05_01_279-378_0000,BDMAP_00031534
DeepLesion_000403_03_01_070-082_0000,BDMAP_00031535
DeepLesion_000373_02_02_285-398_0000,BDMAP_00031536
DeepLesion_000409_02_01_039-059_0000,BDMAP_00031537
DeepLesion_000409_01_01_040-060_0000,BDMAP_00031538
DeepLesion_000376_19_02_056-195_0000,BDMAP_00031539
DeepLesion_000407_02_01_284-364_0000,BDMAP_00031540
DeepLesion_000392_03_01_007-129_0000,BDMAP_00031541
DeepLesion_000420_01_01_001-020_0000,BDMAP_00031542
DeepLesion_000397_04_01_148-272_0000,BDMAP_00031543
DeepLesion_000416_06_01_024-046_0000,BDMAP_00031544
DeepLesion_000399_05_01_055-073_0000,BDMAP_00031545
DeepLesion_000423_02_01_072-090_0000,BDMAP_00031546
DeepLesion_000420_05_01_049-076_0000,BDMAP_00031547
DeepLesion_000416_04_01_073-085_0000,BDMAP_00031548
DeepLesion_000398_05_01_054-087_0000,BDMAP_00031549
DeepLesion_000397_02_01_090-210_0000,BDMAP_00031550
DeepLesion_000409_06_01_231-302_0000,BDMAP_00031551
DeepLesion_000386_05_02_172-254_0000,BDMAP_00031552
DeepLesion_000386_07_01_080-176_0000,BDMAP_00031553
DeepLesion_000420_03_01_049-078_0000,BDMAP_00031554
DeepLesion_000404_02_02_027-127_0000,BDMAP_00031555
DeepLesion_000331_11_01_060-377_0000,BDMAP_00031556
DeepLesion_000398_09_01_326-439_0000,BDMAP_00031557
DeepLesion_000418_04_01_253-398_0000,BDMAP_00031558
DeepLesion_000418_03_02_252-393_0000,BDMAP_00031559
DeepLesion_000415_02_01_241-425_0000,BDMAP_00031560
